bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
40081,The Meanest Doll in the World (Doll People  #2),Ann M Martin and Laura Godwin and Brian Selznick,3.96,786852976.0,9780000000000.0,en-GB,304.0,5717,417,2005-05-15,Little  Brown Books for Young Readers
40090,Sacred Games (Sacred Games),Vikram Chandra,3.93,61130354.0,9780000000000.0,eng,916.0,5983,724,2007-01-09,HarperCollins
40100,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,3.76,452284554.0,9780000000000.0,eng,304.0,5226,771,2003-08-26,Plume
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,316010669.0,9780000000000.0,eng,296.0,437507,12937,2007-04-03,Back Bay Books
40106,Beatrice's Goat,Page McBrier and Lori Lohstoeter and Hillary Rodham Clinton,4.25,689869908.0,9780000000000.0,eng,40.0,546,113,2004-07-01,Aladdin
40127,Leonardo's Swans,Karen Essex,3.72,767923065.0,9780000000000.0,eng,351.0,5473,230,2007-01-09,Anchor Books
40128,The Notebooks of Leonardo da Vinci,Leonardo da Vinci and Irma A Richter,3.93,192838970.0,9780000000000.0,eng,432.0,70,2,1999-01-28,Oxford University Press
40130,Leonardo da Vinci: Obra pictorica completa y obra grafica,Frank Zllner and Johannes Nathan and Frank Zllner,4.26,3822817341.0,9780000000000.0,spa,696.0,56,4,2003-02-01,Taschen
40132,Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist,Leonardo da Vinci and Martin Kemp,4.17,300090951.0,9780000000000.0,eng,336.0,120,4,2001-08-11,Yale University Press
40138,Bone In The Throat,Anthony Bourdain,3.39,1841952877.0,9780000000000.0,eng,290.0,30,4,2002-04-30,Canongate Books
40139,Gone Bamboo,Anthony Bourdain,3.48,1841953679.0,9780000000000.0,eng,286.0,1066,74,2002-05-01,Canongate Books
40145,Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom and Leonard S Marcus and Maurice Sendak,4.4,64462358.0,9780000000000.0,eng,406.0,533,112,2000-03-31,HarperCollins
40146,Dear Genius...: A Memoir of My Life with Truman Capote,Jack Dunphy,3.33,70183171.0,9780000000000.0,eng,275.0,36,6,1987-12-01,McGraw-Hill Companies
40152,Only Revolutions,Mark Z Danielewski,3.21,375421769.0,9780000000000.0,eng,360.0,4791,443,2006-09-12,Pantheon Books
40153,The Whalestoe Letters,Mark Z Danielewski,4.04,375714413.0,9780000000000.0,eng,83.0,2112,96,2000-10-10,Pantheon
40155,La Maison des feuilles,Mark Z Danielewski and Christophe Claro,4.1,2207252000.0,9780000000000.0,fre,978.0,79,13,2002-08-29,Denoël
40156,The Thief (The Queen's Thief  #1),Megan Whalen Turner,3.88,613060326.0,9780000000000.0,eng,220.0,97,17,1998-01-28,San Val
40157,Instead of Three Wishes,Megan Whalen Turner,3.78,60842318.0,9780000000000.0,eng,160.0,923,112,2006-08-08,Greenwillow Books
40158,The Queen of Attolia (The Queen's Thief  #2),Megan Whalen Turner,4.19,60841826.0,9780000000000.0,eng,362.0,31060,2786,2006-01-24,Eos
40160,Firebirds: An Anthology of Original Fantasy and Science Fiction,Sharyn November and Lloyd Alexander and Emma Bull and Charles Vess and Michael Cadnum and Kara Dalkey and Nancy Farmer and Nina Kiriki Hoffman and Diana Wynne Jones and Patricia A McKillip and Garth Nix and Meredith Ann Pierce and Delia Sherman and Sherwood Smith and Nancy Springer and Megan Whalen Turner and Elizabeth Wein and Laurel Winter,3.96,142403202.0,9780000000000.0,eng,432.0,3464,153,2005-05-05,Firebird
40174,Herzog on Herzog,Paul Cronin,4.45,571207081.0,9780000000000.0,eng,352.0,1373,93,2003-07-09,Farrar  Straus and Giroux
40180,Vesco,Arthur Herzog III,4.0,595272096.0,9780000000000.0,eng,408.0,6,3,2003-03-11,iUniverse
40184,Encore Provence: New Adventures in the South of France,Peter Mayle,4.0,679762698.0,9780000000000.0,eng,240.0,9980,254,2000-04-25,Vintage
40189,A Year in Provence,Peter Mayle,3.96,679731148.0,9780000000000.0,eng,207.0,54963,2554,1991-06-04,Vintage
40200,The Crimson Petal and the White,Michel Faber,3.89,1841954314.0,9780000000000.0,eng,835.0,27961,2183,2003-09-11,Canongate Books
40208,Maggie: A Girl of the Streets and Other Short Fiction,Stephen Crane and Jayne Anne Phillips,3.33,553213555.0,9780000000000.0,eng,240.0,517,37,2006-11-01,Bantam Classics
40209,Maggie: A Girl of the Streets and Other Tales of New York,Stephen Crane and Larzer Ziff and Theo Davis,3.66,140437975.0,9780000000000.0,eng,272.0,2476,32,2001-03-29,Penguin Classics
40215,Theft: A Love Story,Peter Carey,3.43,307263711.0,9780000000000.0,eng,269.0,2561,277,2006-05-09,Alfred A. Knopf
40217,Kushiel's Justice (Imriel's Trilogy  #2),Jacqueline Carey,4.25,446500038.0,9780000000000.0,eng,703.0,15897,381,2007-06-14,Roc
40219,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,3.53,786885599.0,9780000000000.0,eng,256.0,1944,93,2000-03-15,Hachette Books
40223,Kushiel's Avatar (Phèdre's Trilogy  #3),Jacqueline Carey,4.36,1405034149.0,9780000000000.0,eng,702.0,29409,689,2004-09-17,Tor
40226,Angels: Celestial Spirits in Legend & Art,Jacqueline Carey,4.0,1567996035.0,9780000000000.0,en-US,128.0,42,3,1997-11-01,MetroBooks (NY)
40259,World Atlas of Great Apes and their Conservation,Julian Caldecott and Lera Miles,4.5,520246330.0,9780000000000.0,en-GB,456.0,10,2,2005-11-01,University of California Press
40262,Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,Sy Montgomery,4.18,395515971.0,9780000000000.0,eng,280.0,4,1,1991-03-18,Houghton Mifflin
40264,The Nature of Play: Great Apes and Humans,Anthony D Pellegrini and Peter K Smith,4.33,1593851170.0,9780000000000.0,eng,308.0,3,1,2004-12-06,The Guilford Press
40271,Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,3.73,312850530.0,9780000000000.0,en-US,381.0,13694,231,2005-12-01,Tor Books
40273,Star Trek Voyager Companion,Paul Ruditis,3.95,743417518.0,9780000000000.0,eng,482.0,162,9,2003-05-01,Pocket Books
40276,Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),L Alan LeDoux,3.93,1563924692.0,9780000000000.0,eng,336.0,14,1,2002-12-02,Haynes Manuals N. America  Inc.
40277,Evolution (Star Trek Voyager: String Theory  #3),Heather Jarman,3.78,1416507817.0,9780000000000.0,eng,416.0,324,18,2006-02-28,Pocket Books
40281,Masterpieces: The Best Science Fiction of the Twentieth Century,Orson Scott Card and Isaac Asimov and William Gibson and Michael Swanwick and Theodore Sturgeon and Larry Niven and Robert Silverberg and Harry Turtledove and James Blish and George RR Martin and James Patrick Kelly and Karen Joy Fowler and Arthur C Clarke and Lloyd Biggle Jr and Terry Bisson and Poul Anderson and John Kessel and RA Lafferty and CJ Cherryh and Lisa Goldstein and Edmond Hamilton and Robert A Heinlein and Ursula K Le Guin and Ray Bradbury and Frederik Pohl and Harlan Ellison and George Alec Effinger and Brian W Aldiss,4.21,441011330.0,9780000000000.0,eng,422.0,1202,79,2004-03-02,Ace Books
40284,Earthborn (Homecoming Saga #5),Orson Scott Card,3.41,312930402.0,9780000000000.0,eng,378.0,64,2,1995-05-01,Tor Books
40286,First Meetings: In the Enderverse,Orson Scott Card,3.84,1841493112.0,9780000000000.0,en-GB,228.0,69,2,2013-03-01,Little  Brown Young Readers
40287,Wyrms,Orson Scott Card,3.38,765305607.0,9780000000000.0,eng,336.0,4984,202,2003-04-05,Orb Books
40289,The Abyss,Orson Scott Card and James Francis Cameron,4.07,99690608.0,9780000000000.0,eng,363.0,17911,111,1989-10-05,Legend
40291,Shadow Puppets (Shadow Series  #3),Orson Scott Card,3.89,641573049.0,9780000000000.0,eng,345.0,3,0,2002-08-19,Doherty  Tom Associates  LLC
40293,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,812508645.0,9780000000000.0,en-US,402.0,12940,894,2016-03-01,Tor Books
40295,This Is the Way the World Ends,James K Morrow,3.75,156002086.0,9780000000000.0,eng,319.0,1312,81,1995-04-24,Harcourt Brace & company
40296,Galapagos: World's End,William Beebe,3.84,486256421.0,9780000000000.0,en-US,528.0,31,7,1988-05-01,Dover Publications
40297,The Well At The World's End: Volume I,William Morris and Lin Carter,3.81,1587150883.0,9780000000000.0,en-US,332.0,257,22,2000-03-20,Borgo Press
40299,The Well at the World's End: Volume II,William Morris,3.9,1587150891.0,9780000000000.0,eng,252.0,14,1,2000-03-20,Borgo Press
40303,Lost Boys,Orson Scott Card,3.59,517125773.0,9780000000000.0,eng,448.0,7469,689,1994-07-10,Random House Value Publishing
40304,The Worthing Saga (Worthing  #1-3),Orson Scott Card,3.85,812533313.0,9780000000000.0,eng,463.0,8064,299,1992-12-15,Tor Books
40312,The Rocky Road to Romance (Elsie Hawkins #4),Janet Evanovich,3.67,60598891.0,9780000000000.0,eng,249.0,9669,315,2011-11-29,Harper
40314,Love Overboard,Janet Evanovich,3.65,60598840.0,9780000000000.0,eng,244.0,11448,338,2005-02-01,HarperTorch
40318,Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,3.68,60598859.0,9780000000000.0,eng,234.0,10077,486,2014-02-25,Harper
40328,Full Blast (Full #4),Janet Evanovich and Charlotte Hughes,3.83,312983301.0,9780000000000.0,eng,344.0,12363,278,2004-04-19,St. Martin's Paperbacks
40329,Metro Girl (Alex Barnaby  #1),Janet Evanovich,3.62,60584025.0,9780000000000.0,eng,374.0,28987,1090,2005-09-27,HarperTorch
40331,To the Nines (Stephanie Plum  #9),Janet Evanovich,4.17,747267634.0,9780000000000.0,eng,320.0,94990,1581,2004-06-05,St. Martin's Press
40335,Full Speed (Full  #3),Janet Evanovich and Charlotte Hughes,3.83,755301978.0,9780000000000.0,eng,344.0,11280,223,2003-11-03,Headline
40339,The Rocky Road to Romance (Elsie Hawkins  #4),Janet Evanovich and CJ Critt,3.67,60738251.0,9780000000000.0,eng,5.0,93,26,2004-08-31,HarperAudio
40342,Two for the Dough (Stephanie Plum  #2),Janet Evanovich,4.11,312948964.0,9780000000000.0,en-US,325.0,2509,292,2007-06-29,St. Martin's Press
40343,The Full Box (Full  #1-4),Janet Evanovich and Charlotte Hughes,4.29,1593979266.0,9780000000000.0,eng,0.0,101,3,2016-02-16,Macmillan Audio
40347,Hard Eight (Stephanie Plum  #8),Janet Evanovich,4.17,747267626.0,9780000000000.0,eng,339.0,155,13,2003-06-23,Headline Review
40360,Metro Girl (Alex Barnaby  #1),Janet Evanovich and CJ Critt,3.62,61126527.0,9780000000000.0,eng,6.0,79,29,2006-07-25,HarperAudio
40364,The Martians (Mars Trilogy  #3.5),Kim Stanley Robinson,3.56,553574019.0,9780000000000.0,eng,434.0,1495,92,2000-10-03,Spectra Books
40372,Pirates of Venus (Venus  #1),Edgar Rice Burroughs and Thomas Floyd and F Paul Wilson and Phillip R Burger,3.7,803261837.0,9780000000000.0,eng,179.0,1235,66,2001-09-01,Bison Books
40376,Swords of Mars (Barsoom  #8),Edgar Rice Burroughs,3.82,345329562.0,9780000000000.0,eng,191.0,2812,61,1979-07-12,Del Rey
40378,The Chessmen of Mars (Barsoom #5),Edgar Rice Burroughs and John Bolen,3.83,1400130212.0,9780000000000.0,eng,0.0,5147,157,2005-01-01,Tantor Media
40379,The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs and John Bolen,3.86,1400130220.0,9780000000000.0,eng,6.0,9350,345,2001-02-01,Tantor Media
40384,Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,3.78,345339304.0,9780000000000.0,eng,160.0,2601,58,1980-01-12,Del Rey
40385,The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,3.85,345334248.0,9780000000000.0,eng,160.0,3949,80,1979-04-12,Ballantine Books
40386,A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,3.84,345345118.0,9780000000000.0,eng,239.0,3169,77,1984-10-12,Del Rey
40387,Thuvia  Maid of Mars (Barsoom  #4),Edgar Rice Burroughs,3.75,345339932.0,9780000000000.0,eng,160.0,6313,233,1986-07-12,Del Rey
40388,John Carter of Mars (Barsoom #11),Edgar Rice Burroughs,3.82,345329554.0,9780000000000.0,eng,167.0,3703,78,1985-07-12,Del Rey
40395,A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs and John Seelye,3.81,143104888.0,9780000000000.0,eng,186.0,38926,2355,2007-01-30,Penguin Books
40421,Escape on Venus (Venus  #4),Edgar Rice Burroughs,3.7,345370112.0,9780000000000.0,eng,246.0,9,0,1991-06-15,Del Rey
40424,Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,Edgar Rice Burroughs and Esteban Maroto and J Allen St John and Studley Burroughs,4.14,517659573.0,9780000000000.0,eng,848.0,29,1,1988-11-30,Random House Value Publishing
40425,Tarzan of the Apes (Tarzan  #1),Edgar Rice Burroughs,3.9,809599813.0,9780000000000.0,eng,324.0,31734,1573,2003-09-01,Wildside Press
40436,The Five People You Meet in Heaven,Mitch Albom,3.93,751536822.0,9780000000000.0,eng,229.0,4251,525,2005-09-02,Time Warner Paperbacks
40437,Murder in the Bastille (Aimee Leduc Investigations  #4),Cara Black,3.73,1569473641.0,9780000000000.0,en-US,276.0,1198,110,2004-04-01,Soho Crime
40440,The Thirteenth Tale,Diane Setterfield,3.96,743298020.0,9780000000000.0,eng,406.0,239809,18865,2006-09-12,Atria Books
40450,Market Forces,Richard K Morgan,3.59,345457749.0,9780000000000.0,eng,464.0,5593,264,2005-03-01,Ballantine Books
40451,Black Widow: The Things They Say About Her,Richard K Morgan and Bill Sienkiewicz and Sean Phillips,3.47,785117687.0,9780000000000.0,eng,144.0,302,33,2006-06-07,Marvel
40452,Black Widow: Homecoming,Richard K Morgan and Bill Sienkiewicz and Goran Parlov,3.79,785114939.0,9780000000000.0,eng,144.0,617,43,2005-05-11,Marvel
40459,Ragtime,EL Doctorow,3.88,553026003.0,9780000000000.0,eng,369.0,210,37,1977-03-01,Bantam Books
40460,Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,3.84,385339720.0,9780000000000.0,en-US,368.0,60,10,2006-07-25,Delta
40465,Thank You for Smoking,Christopher Buckley,3.93,812976525.0,9780000000000.0,eng,272.0,9900,561,2006-02-14,Random House Trade Paperbacks
40468,The Crossing,Cormac McCarthy,4.13,517168952.0,9780000000000.0,eng,425.0,232,13,1996-04-28,Random House Value Publishing
40470,Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,4.09,679747192.0,9780000000000.0,eng,292.0,17475,946,1999-05-25,Vintage
40473,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,4.07,451213238.0,9780000000000.0,en-US,776.0,917,130,2004-09-07,NAL
40478,The Agony and the Ecstasy,Irving Stone,4.07,99416271.0,9780000000000.0,eng,777.0,160,18,1991-01-01,Arrow
40483,Story of O (Story of O #1),Pauline Rage and Sabine dEstree,3.32,345301110.0,9780000000000.0,eng,199.0,12840,997,1981-05-12,Ballantine Books
40484,Story of O,Pauline Rage and John Paul Hand,3.32,1562010352.0,9780000000000.0,eng,224.0,446,52,1998-05-08,Running Press Adult
40485,The O. Henry Prize Stories 2003,Laura Furman and David Guterson and Diane Johnson and Jennifer Egan,3.78,1400031311.0,9780000000000.0,eng,384.0,138,22,2003-09-09,Random House Value Publishing
40487,The Illustrated Story Of O,Doris Kloster and Pauline Rage,3.96,312266057.0,9780000000000.0,eng,160.0,24,1,2001-09-20,St. Martin's Press
40490,The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,4.54,851512283.0,9780000000000.0,eng,223.0,9476,247,1975-11-01,Banner of Truth
40491,Valley Of Silence (Circle Trilogy  #3),Nora Roberts,4.22,515141674.0,9780000000000.0,eng,318.0,1372,113,2006-11-01,Berkley Books
40492,Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,Andy Hertzfeld and Steve Wozniak,4.18,596007191.0,9780000000000.0,en-US,291.0,1900,55,2004-12-16,O'Reilly Media
40493,The Valley of Horses (Earth's Children  #2),Jean M Auel,4.0,553381660.0,9780000000000.0,en-US,544.0,59723,1733,2002-06-25,Bantam
40496,How Green Was My Valley,Richard Llewellyn,4.18,141185856.0,9780000000000.0,eng,448.0,12351,1041,2001-06-28,Penguin Classics
40502,Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,4.27,345479076.0,9780000000000.0,en-US,352.0,413,24,1986-07-12,Ballantine
40504,Once a Warrior (Warriors  #1),Karyn Monk,3.75,553574221.0,9780000000000.0,eng,384.0,309,20,1997-03-31,Fanfare
40526,Time and Again (Time  #1),Jack Finney,3.96,575073608.0,9780000000000.0,eng,399.0,13760,1624,2012-05-01,Orion Publishing Group
40528,Time and Again (Time Travel #1-2),Nora Roberts,3.77,373285337.0,9780000000000.0,eng,505.0,302,30,2006-03-28,Silhouette Books
40530,Time and Again: Time Was / Times Change,Nora Roberts,3.77,373484410.0,9780000000000.0,eng,505.0,7574,194,2001-08-24,Silhouette
40531,Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,Marcus J Borg,4.12,60609176.0,9780000000000.0,en-US,160.0,4272,260,2015-04-07,HarperOne
40532,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J Borg,4.13,60609192.0,9780000000000.0,en-US,321.0,2959,187,2015-04-07,HarperOne
40536,The Complete Idiot's Guide to Business Plans,Gwen Moran,3.32,1592574009.0,9780000000000.0,eng,314.0,16,4,2005-10-04,Alpha Books
40540,PHP and MySQL Web Development (Developer's Library),Luke Welling and Laura Thomson,3.96,672326728.0,752000000000.0,en-US,1008.0,590,31,2004-10-01,Sams
40543,Beginning PHP and MySQL 5: From Novice to Professional,W Jason Gilmore,3.72,1590595521.0,9780000000000.0,en-US,913.0,158,12,2005-10-01,Apress
40549,PHP & MySQL For Dummies,Janet Valade,3.55,470096004.0,9780000000000.0,eng,436.0,145,6,2006-12-01,Wiley Publishing
40551,PHP and MySQL for Dummies,Janet Valade,3.55,764555898.0,9780000000000.0,en-US,456.0,12,2,2004-04-09,For Dummies
40582,Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,3.44,700614524.0,9780000000000.0,eng,161.0,9,1,2006-04-20,University Press of Kansas
40597,My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3.0,1932420347.0,9780000000000.0,eng,144.0,8,1,2004-07-01,New Tradition Books
40604,The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne and Robert Folkenflik,3.74,375761195.0,9780000000000.0,eng,704.0,96,11,2004-09-21,Modern Library
40609,La fortaleza digital,Dan Brown and Eduardo Garca Murillo,3.65,8489367019.0,9790000000000.0,spa,440.0,1078,76,2006-02-01,Umbriel
40620,The United States of Europe: The New Superpower and the End of American Supremacy,TR Reid,3.62,143036084.0,9780000000000.0,en-US,320.0,691,63,2005-11-01,Penguin Books
40622,Europe on a Shoestring,Sarah Johnstone and Aaron Anderson and Sarah  Andrews and Lonely Planet,4.05,1741045916.0,9780000000000.0,eng,1284.0,357,16,2007-03-01,Lonely Planet
40625,Europe and the People Without History,Eric R Wolf,4.12,520048989.0,9780000000000.0,eng,534.0,995,32,1982-12-03,University of California Press
40626,A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M Merriman,4.0,393924955.0,9780000000000.0,en-US,1040.0,62,4,2004-02-01,W. W. Norton & Company
40630,How Europe Underdeveloped Africa,Walter Rodney and Vincent Harding,4.27,882580965.0,9780000000000.0,eng,312.0,2088,96,1981-01-01,Howard University Press
40631,Europe: A History,Norman Davies,4.17,60974680.0,9780000000000.0,eng,1392.0,3394,163,1998-01-20,Harper Perennial
40636,The Basketball Diaries,Jim Carroll,3.95,140249990.0,9780000000000.0,eng,224.0,308,19,1995-04-01,Penguin Books
40640,The Basketball Diaries and the Book of Nods,Jim Carroll,4.25,571148433.0,9780000000000.0,eng,320.0,85,3,1987-05-26,Faber & Faber Ltd.
40646,The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,4.0,802431488.0,9780000000000.0,eng,224.0,25,2,2005-09-01,Moody Publishers
40663,Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,4.11,306808919.0,9780000000000.0,eng,288.0,334,15,1999-05-07,Da Capo Press
40664,In the Hand of Dante,Nick Tosches,3.18,316735647.0,9780000000000.0,en-US,384.0,683,76,2003-09-01,Back Bay Books
40694,Ray Bradbury's Fahrenheit 451,Harold Bloom,4.18,791059294.0,9780000000000.0,eng,147.0,991,52,2001-12-31,Chelsea House Publications
40700,Schott's Original Miscellany,Ben Schott and Collin Deckerman,4.08,1582343497.0,9780000000000.0,eng,158.0,1379,103,2003-08-04,Bloomsbury Publishing PLC
40706,Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W Schott and Jean S Arbeiter,2.67,316773786.0,9780000000000.0,en-US,260.0,3,1,1998-01-01,Little Brown and Company
40710,Blowback (Scot Harvath  #4),Brad Thor,4.18,1416505415.0,9780000000000.0,eng,575.0,13546,371,2006-06-01,Pocket Books
40718,The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson and Shara Kay,4.13,805077979.0,9780000000000.0,en-US,389.0,1332,75,2005-04-01,St. Martins Press-3PL
40763,Bouvard and Pecuchet,Gustave Flaubert and   and Mark Polizzotti and Raymond Queneau,3.86,1564783936.0,9780000000000.0,eng,328.0,2820,103,2006-03-28,Dalkey Archive Press
40789,Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,4.24,805078916.0,9780000000000.0,eng,383.0,644,78,2006-05-30,Henry Holt and Company
40790,Thirteen Moons on Turtle's Back,Joseph Bruchac and Jonathan London and Thomas Locker,4.08,698115848.0,9780000000000.0,en-US,32.0,318,40,1997-08-25,Puffin Books
40792,One Tiny Turtle,Nicola Davies and Jane Chapman,4.13,763623113.0,9780000000000.0,eng,32.0,518,102,2005-06-14,Candlewick Press
40795,Turtle Island,Gary Snyder and Michael Corr,4.09,811205460.0,9780000000000.0,eng,112.0,3809,105,1974-01-17,New Directions
40798,Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,3.86,262680939.0,9780000000000.0,eng,184.0,131,8,1997-01-22,Bradford Book
40806,Turtle Moon,Alice Hoffman,3.83,99429160.0,9780000000000.0,eng,275.0,7545,388,2002-04-04,Vintage
40807,Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D Bartlett and Patricia P Bartlett,3.8,764122789.0,9780000000000.0,eng,46.0,20,4,2003-02-01,B.E.S. Publishing
40816,Turtles & Tortoises for Dummies,Liz Palika,3.57,764553135.0,9780000000000.0,eng,328.0,53,5,2001-03-15,For Dummies
40821,The Turtle and the Monkey,Paul Galdone and Joanna Galdone,3.74,395544254.0,9780000000000.0,eng,32.0,58,6,1990-09-24,Clarion Books
40833,Turtle Diary,Russell Hoban,4.0,747548315.0,9780000000000.0,eng,182.0,893,99,2000-09-04,Bloomsbury Publishing PLC
40836,Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W Jones and Sally Moomaw,4.35,1929610254.0,9780000000000.0,eng,208.0,16,2,2002-09-01,Redleaf Press
40859,Inside Himalaya,Basil Pao and Michael Palin,4.0,297843702.0,9780000000000.0,en-GB,200.0,30,2,2005-01-31,Weidenfeld & Nicolson
40863,Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,CD Payne,4.04,1882647009.0,9780000000000.0,eng,503.0,29,6,1993-08-01,Aivia Press
40868,The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,4.25,312853025.0,9780000000000.0,eng,446.0,1134,44,1997-04-15,Orb Books
40870,Lurulu,Jack Vance,3.59,312872798.0,9780000000000.0,en-US,204.0,276,20,2007-02-06,Tor Books
40877,Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,3.93,425058735.0,9780000000000.0,eng,436.0,130,16,1983-04-01,Berkley Trade
40880,Jack Vance: Critical Appreciations and a Bibliography,AE Cunningham and Harlan Ellison and Charles F Miller and Terry Dowling and Paul Rhoads and Jack Vance and Tom Shippey and Gene Wolfe and David Langford and Dan Simmons and David Mathew,4.15,712311025.0,9780000000000.0,eng,232.0,13,2,2000-01-01,British Library
40884,Galactic Effectuator,Jack Vance,3.69,441272320.0,9780000000000.0,eng,219.0,286,13,1981-11-01,Ace
40888,The SFWA Grand Masters 3,Frederik Pohl and Lester del Rey and Damon Knight and AE van Vogt and Jack Vance,4.02,312868774.0,9780000000000.0,eng,448.0,8,2,2001-06-23,Tor Books
40889,The Languages of Pao,Jack Vance,3.8,743487141.0,9780000000000.0,en-GB,224.0,894,54,2004-08-01,iBooks
40891,The Last Castle,Jack Vance,3.79,425084787.0,9780000000000.0,eng,115.0,841,43,1986-01-01,Underwood/Miller  Berkley
40893,Madouc (Lyonesse  #3),Jack Vance,4.15,441505325.0,9780000000000.0,eng,426.0,1825,71,1991-08-01,Ace Books
40894,Ports of Call,Jack Vance,3.55,312864744.0,9780000000000.0,eng,300.0,409,23,1999-01-15,Tor Books
40911,The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,4.3,312865767.0,9780000000000.0,eng,397.0,653,19,1997-08-15,Tor Books
40912,The Green Pearl (Lyonesse  #2),Jack Vance,4.16,441303161.0,9780000000000.0,eng,407.0,10,2,1987-06-15,Ace
40913,The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance and Robert Silverberg,3.7,812501942.0,9780000000000.0,eng,182.0,43,4,1989-12-01,Tor Books
40914,The Many Worlds of Magnus Ridolph,Jack Vance,3.9,879975318.0,9780000000000.0,eng,174.0,282,16,1980-04-01,DAW Books Inc
40919,Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson and Eirik Sonneland,3.72,922915997.0,9780000000000.0,eng,260.0,436,95,2005-06-01,Feral House
40922,Best Science Fiction Stories of Clifford D. Simak,Clifford D Simak,3.94,446658081.0,9780000000000.0,eng,253.0,64,5,1972-06-01,Paperback Library
40923,Theodore Rex,Edmund Morris,4.19,812966007.0,9780000000000.0,eng,555.0,38131,911,2002-10-01,Random House Trade Paperbacks
40928,Oedipus Tyrannus,Sophocles and Theodore F Brunner and Luci Berkowitz,3.7,393098745.0,9780000000000.0,eng,272.0,146,10,1970-07-01,W.W. Norton & Company
40929,The Rise of Theodore Roosevelt,Edmund Morris,4.23,375756787.0,9780000000000.0,eng,780.0,36847,1461,2001-11-20,Random House Trade Paperbacks
40941,The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,4.08,812967887.0,9780000000000.0,eng,672.0,892,59,2004-08-10,Random House Trade Paperbacks
40951,A History of the Life Sciences,Lois N Magner and Magner,4.53,824708245.0,9780000000000.0,en-US,514.0,15,2,2002-08-13,CRC Press
40958,The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Tom Kelley and Jonathan Littman and Tom Peters,3.97,385499841.0,9780000000000.0,eng,320.0,6412,154,2001-01-16,Broadway Business
40969,Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,4.02,812971051.0,9780000000000.0,en-US,229.0,583,70,2004-03-09,Random House Trade Paperbacks
40989,I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta and Rob Bell,3.54,1400073472.0,9780000000000.0,en-US,224.0,442,78,2007-04-17,Waterbrook Press
